kind,date,amount,mode_price,area,year,weekno
だいこん,20060408,159023,1260.0,千葉_各地_神奈川,2006,14
だいこん,20060410,173616,1102.5,千葉_神奈川,2006,15
だいこん,20060411,171520,1050.0,千葉_神奈川,2006,15
だいこん,20060413,200569,1102.5,千葉_神奈川,2006,15
だいこん,20060414,115773,1050.0,千葉_神奈川,2006,15
だいこん,20060415,234223,892.5,千葉_神奈川,2006,15
だいこん,20060417,219402,840.0,千葉_神奈川,2006,16
だいこん,20060418,177356,945.0,千葉,2006,16
だいこん,20060420,197444,840.0,千葉,2006,16
だいこん,20060421,176932,840.0,千葉_各地,2006,16
だいこん,20060422,162437,840.0,千葉,2006,16
だいこん,20060424,177360,840.0,千葉,2006,17
だいこん,20060425,152209,840.0,千葉,2006,17
だいこん,20060426,133210,840.0,千葉,2006,17
だいこん,20060427,150428,945.0,千葉,2006,17
だいこん,20060428,162092,1050.0,千葉,2006,17
だいこん,20060501,186372,1155.0,千葉,2006,18
だいこん,20060502,190537,1050.0,千葉_各地_茨城,2006,18
だいこん,20060505,224579,1155.0,千葉_各地_茨城,2006,18
だいこん,20060506,182324,997.5,千葉_各地,2006,18
だいこん,20060508,165939,945.0,千葉,2006,19
だいこん,20060509,174582,997.5,千葉_茨城,2006,19
だいこん,20060511,180032,892.5,千葉_茨城,2006,19
だいこん,20060512,163817,840.0,千葉,2006,19
だいこん,20060513,171832,945.0,千葉,2006,19
だいこん,20060515,150199,682.5,千葉_茨城,2006,20
だいこん,20060516,153600,840.0,千葉_茨城,2006,20
だいこん,20060517,139551,630.0,千葉_茨城,2006,20
だいこん,20060518,136435,630.0,千葉,2006,20
だいこん,20060519,125717,735.0,千葉,2006,20
だいこん,20060520,140873,813.75,千葉_茨城,2006,20
だいこん,20060522,147268,892.5,千葉_茨城,2006,21
だいこん,20060523,148871,945.0,千葉_茨城,2006,21
だいこん,20060525,165180,997.5,千葉_茨城,2006,21
だいこん,20060526,132667,1050.0,千葉,2006,21
だいこん,20060527,154111,1155.0,千葉_各地,2006,21
だいこん,20060529,145397,1260.0,千葉_各地,2006,22
だいこん,20060530,115796,1050.0,千葉,2006,22
だいこん,20060531,142343,945.0,千葉,2006,22
だいこん,20060601,164648,1283.75,千葉_青森,2006,22
だいこん,20060602,145859,735.0,千葉_各地,2006,22
だいこん,20060603,134113,945.0,千葉_青森,2006,22
だいこん,20060605,158033,892.5,千葉_青森,2006,23
だいこん,20060606,155342,840.0,千葉_各地_青森,2006,23
だいこん,20060607,111465,892.5,千葉_青森,2006,23
だいこん,20060608,129656,971.25,千葉_青森,2006,23
だいこん,20060609,116027,918.75,千葉_青森,2006,23
だいこん,20060610,95230,918.75,千葉_青森,2006,23
だいこん,20060612,120576,840.0,千葉_青森,2006,24
だいこん,20060613,123409,892.5,千葉_青森,2006,24
だいこん,20060615,192062,892.5,千葉_青森,2006,24
だいこん,20060616,123437,892.5,千葉_青森,2006,24
だいこん,20060617,98825,840.0,千葉_青森,2006,24
だいこん,20060619,125125,787.5,千葉_青森,2006,25
だいこん,20060620,97788,787.5,千葉_青森,2006,25
だいこん,20060621,95876,945.0,千葉_青森,2006,25
だいこん,20060622,108195,1155.0,青森,2006,25
だいこん,20060623,123041,630.0,千葉_各地_青森,2006,25
だいこん,20060624,138350,630.0,千葉_各地_青森,2006,25
だいこん,20060626,136577,840.0,千葉_各地_青森,2006,26
だいこん,20060627,140283,630.0,千葉_青森,2006,26
だいこん,20060629,184998,682.5,千葉_各地_青森,2006,26
だいこん,20060630,134322,735.0,青森,2006,26
だいこん,20060701,140285,735.0,青森,2006,26
だいこん,20060703,158230,1050.0,北海道_青森,2006,27
だいこん,20060704,135181,1050.0,北海道_青森,2006,27
だいこん,20060706,159180,1312.5,北海道_青森,2006,27
だいこん,20060707,108142,945.0,北海道_青森,2006,27
だいこん,20060708,134031,971.5,北海道_各地_青森,2006,27
だいこん,20060710,133284,1155.0,北海道_各地_青森,2006,28
だいこん,20060711,116371,1155.0,北海道_各地_青森,2006,28
だいこん,20060712,109525,1155.0,北海道_各地_青森,2006,28
だいこん,20060713,105085,1155.0,北海道_青森,2006,28
だいこん,20060714,131089,1207.5,北海道_青森,2006,28
だいこん,20060715,137917,945.0,北海道_各地_青森,2006,28
だいこん,20060718,181276,1102.5,北海道_青森,2006,29
だいこん,20060719,109539,1155.0,北海道_青森,2006,29
だいこん,20060720,104647,1050.0,北海道_青森,2006,29
だいこん,20060721,104624,1260.0,北海道_青森,2006,29
だいこん,20060722,119645,1050.0,北海道_青森,2006,29
だいこん,20060724,136317,1155.0,北海道_青森,2006,30
だいこん,20060725,157726,1155.0,北海道_青森,2006,30
だいこん,20060727,146872,1365.0,北海道_青森,2006,30
だいこん,20060728,117199,1365.0,北海道_各地_青森,2006,30
だいこん,20060729,161819,1522.5,北海道_青森,2006,30
だいこん,20060731,140144,1575.0,北海道_各地_青森,2006,31
だいこん,20060801,111901,1680.0,北海道_各地_青森,2006,31
だいこん,20060802,98702,1680.0,北海道_各地_青森,2006,31
だいこん,20060803,113601,1470.0,北海道_各地_青森,2006,31
だいこん,20060804,137662,1470.0,北海道_各地_青森,2006,31
だいこん,20060805,125880,1260.0,北海道_各地_青森,2006,31
だいこん,20060807,138403,1732.5,北海道_青森,2006,32
だいこん,20060808,90626,1155.0,北海道_青森,2006,32
だいこん,20060809,116890,1050.0,北海道_青森,2006,32
だいこん,20060810,110106,1312.75,北海道_青森,2006,32
だいこん,20060811,126491,1155.0,北海道_各地_青森,2006,32
だいこん,20060812,128038,1365.0,北海道_各地_青森,2006,32
だいこん,20060813,100797,1155.0,北海道_各地,2006,32
だいこん,20060817,218880,1155.0,北海道_各地_青森,2006,33
だいこん,20060818,121202,787.5,北海道_青森,2006,33
だいこん,20060819,149523,945.0,北海道_青森,2006,33
だいこん,20060821,151269,1023.75,北海道_青森,2006,34
だいこん,20060822,157575,840.0,北海道_青森,2006,34
だいこん,20060824,185276,1233.75,北海道_青森,2006,34
だいこん,20060825,180880,840.0,北海道_各地_青森,2006,34
だいこん,20060826,212543,1050.0,北海道_青森,2006,34
だいこん,20060828,118908,840.0,北海道_各地_青森,2006,35
だいこん,20060829,113838,787.5,北海道_青森,2006,35
だいこん,20060830,111492,840.0,北海道_青森,2006,35
だいこん,20060831,125615,892.5,北海道_青森,2006,35
だいこん,20060901,146443,945.0,北海道_青森,2006,35
だいこん,20060902,148834,997.5,北海道_青森,2006,35
だいこん,20060904,137571,1050.0,北海道_青森,2006,36
だいこん,20060905,131818,1102.5,北海道_青森,2006,36
だいこん,20060906,134014,1155.0,北海道_各地_青森,2006,36
だいこん,20060907,140736,997.5,北海道_青森,2006,36
だいこん,20060908,151156,892.5,北海道_青森,2006,36
だいこん,20060909,214364,840.0,北海道_各地_青森,2006,36
だいこん,20060911,184696,1102.5,北海道_青森,2006,37
だいこん,20060912,174289,840.0,北海道_青森,2006,37
だいこん,20060914,200104,787.5,北海道_青森,2006,37
だいこん,20060915,191895,840.0,北海道_青森,2006,37
だいこん,20060916,192056,945.0,北海道_青森,2006,37
だいこん,20060919,217544,945.0,北海道_青森,2006,38
だいこん,20060920,152378,997.5,北海道_青森,2006,38
だいこん,20060921,145918,945.0,北海道_青森,2006,38
だいこん,20060922,209526,892.5,北海道_青森,2006,38
だいこん,20060925,242030,945.0,北海道_青森,2006,39
だいこん,20060926,158433,840.0,北海道_青森,2006,39
だいこん,20060928,225789,892.5,北海道_青森,2006,39
だいこん,20060929,171341,840.0,北海道_青森,2006,39
だいこん,20060930,207476,787.5,北海道_青森,2006,39
だいこん,20061002,209169,840.0,北海道_各地,2006,40
だいこん,20061003,152108,787.5,北海道_各地,2006,40
だいこん,20061004,152817,735.0,北海道_各地,2006,40
だいこん,20061005,188703,735.0,北海道_各地,2006,40
だいこん,20061006,199740,916.25,北海道_各地,2006,40
だいこん,20061007,191895,735.0,北海道_各地,2006,40
だいこん,20061010,194243,630.0,北海道_千葉_各地,2006,41
だいこん,20061011,123632,525.0,北海道_千葉_各地,2006,41
だいこん,20061012,127312,525.0,北海道_千葉_各地,2006,41
だいこん,20061013,150728,525.0,北海道_千葉_各地,2006,41
だいこん,20061014,205985,525.0,北海道_千葉_各地,2006,41
だいこん,20061016,185056,630.0,北海道_千葉_各地,2006,42
だいこん,20061017,154049,630.0,北海道_千葉_各地,2006,42
だいこん,20061019,198432,630.0,北海道_千葉_各地,2006,42
だいこん,20061020,148723,735.0,北海道_千葉_各地,2006,42
だいこん,20061021,168027,630.0,千葉,2006,42
だいこん,20061023,192672,577.5,千葉_各地,2006,43
だいこん,20061024,186613,630.0,千葉_各地,2006,43
だいこん,20061026,152952,630.0,千葉_各地,2006,43
だいこん,20061027,217784,577.5,千葉_各地,2006,43
だいこん,20061028,223246,525.0,千葉_各地,2006,43
だいこん,20061030,152155,472.5,千葉_各地,2006,44
だいこん,20061031,161823,472.5,千葉_各地,2006,44
だいこん,20061101,206484,420.0,千葉,2006,44
だいこん,20061102,237386,420.0,千葉,2006,44
だいこん,20061104,240441,525.0,千葉,2006,44
だいこん,20061106,221660,420.0,千葉,2006,45
だいこん,20061107,228272,840.0,千葉,2006,45
だいこん,20061109,250855,840.0,千葉,2006,45
だいこん,20061110,234983,840.0,千葉_神奈川,2006,45
だいこん,20061111,243181,840.0,千葉_各地_神奈川,2006,45
だいこん,20061113,192718,690.5,千葉_神奈川,2006,46
だいこん,20061114,172815,551.25,千葉_神奈川,2006,46
だいこん,20061115,200200,630.0,千葉_神奈川,2006,46
だいこん,20061116,194026,617.0,千葉_神奈川,2006,46
だいこん,20061117,164699,735.0,千葉_神奈川,2006,46
だいこん,20061118,218092,735.0,千葉_神奈川,2006,46
だいこん,20061120,194364,716.75,千葉_神奈川,2006,47
だいこん,20061121,138992,525.0,千葉_各地_神奈川,2006,47
だいこん,20061122,134077,420.0,千葉_各地_神奈川,2006,47
だいこん,20061124,242000,630.0,千葉_神奈川,2006,47
だいこん,20061125,206888,472.5,千葉_神奈川,2006,47
だいこん,20061127,185370,472.5,千葉_神奈川,2006,48
だいこん,20061128,187625,420.0,千葉_神奈川,2006,48
だいこん,20061129,98933,420.0,千葉_各地_神奈川,2006,48
だいこん,20061130,102803,472.5,千葉_神奈川,2006,48
だいこん,20061201,172626,546.0,千葉_各地_神奈川,2006,48
だいこん,20061202,168145,472.5,千葉_神奈川,2006,48
だいこん,20061204,208110,499.0,千葉_各地_神奈川,2006,49
だいこん,20061205,182753,420.0,千葉_神奈川,2006,49
だいこん,20061206,146876,420.0,千葉_神奈川,2006,49
だいこん,20061207,167883,630.0,千葉_神奈川,2006,49
だいこん,20061208,169030,656.25,千葉_神奈川,2006,49
だいこん,20061209,156100,472.5,千葉_神奈川,2006,49
だいこん,20061211,121207,420.0,千葉_各地_神奈川,2006,50
だいこん,20061212,166228,420.0,千葉_各地_神奈川,2006,50
だいこん,20061214,215706,420.0,千葉_各地_神奈川,2006,50
だいこん,20061215,157832,420.0,千葉_神奈川,2006,50
だいこん,20061216,187355,420.0,千葉_神奈川,2006,50
だいこん,20061218,202531,682.5,千葉_神奈川,2006,51
だいこん,20061219,160358,420.0,千葉_各地_神奈川,2006,51
だいこん,20061220,140050,420.0,千葉_各地_神奈川,2006,51
だいこん,20061221,157152,457.0,千葉_各地_神奈川,2006,51
だいこん,20061222,222466,735.0,千葉_各地_神奈川,2006,51
だいこん,20061224,186263,735.0,千葉_各地_神奈川,2006,51
だいこん,20061225,286791,472.5,千葉_神奈川,2006,52
だいこん,20061226,289280,682.5,千葉_各地_神奈川,2006,52
だいこん,20061227,297727,735.0,千葉_神奈川,2006,52
だいこん,20061228,220003,630.0,千葉_各地_神奈川,2006,52
だいこん,20061229,120070,840.0,各地_神奈川,2006,52
だいこん,20070105,352647,840.0,千葉_各地_神奈川,2007,1
だいこん,20070106,233621,735.0,千葉_各地_神奈川,2007,1
だいこん,20070109,269003,1050.0,千葉_各地_神奈川,2007,2
だいこん,20070110,205341,630.0,千葉_各地_神奈川,2007,2
だいこん,20070111,219384,420.0,千葉_各地_神奈川,2007,2
だいこん,20070112,234598,420.0,千葉_各地_神奈川,2007,2
だいこん,20070113,257355,525.0,千葉_各地_神奈川,2007,2
だいこん,20070115,196451,525.0,千葉_各地_神奈川,2007,3
だいこん,20070116,240831,945.0,千葉_各地_神奈川,2007,3
だいこん,20070118,253809,945.0,千葉_各地_神奈川,2007,3
だいこん,20070119,175413,525.0,千葉_各地_神奈川,2007,3
だいこん,20070120,222554,420.0,千葉_各地_神奈川,2007,3
だいこん,20070122,205172,525.0,千葉_各地_神奈川,2007,4
だいこん,20070123,183376,420.0,千葉_各地_神奈川,2007,4
だいこん,20070125,199578,630.0,千葉_各地_神奈川,2007,4
だいこん,20070126,184160,420.0,千葉_各地_神奈川,2007,4
だいこん,20070127,239132,525.0,千葉_各地_神奈川,2007,4
だいこん,20070129,228955,420.0,千葉_各地_神奈川,2007,5
だいこん,20070130,195742,525.0,千葉_各地_神奈川,2007,5
だいこん,20070131,193752,525.0,千葉_各地_神奈川,2007,5
だいこん,20070201,224889,945.0,千葉_各地_神奈川,2007,5
だいこん,20070202,220339,420.0,千葉_各地_神奈川,2007,5
だいこん,20070203,260473,630.0,千葉_各地_神奈川,2007,5
だいこん,20070205,258238,630.0,千葉_各地_神奈川,2007,6
だいこん,20070206,197078,525.0,千葉_各地_神奈川,2007,6
だいこん,20070207,190205,420.0,千葉_各地_神奈川,2007,6
だいこん,20070208,180960,525.0,千葉_各地_神奈川,2007,6
だいこん,20070209,243226,551.5,千葉_各地_神奈川,2007,6
だいこん,20070210,241314,735.0,千葉_各地_神奈川,2007,6
だいこん,20070213,242056,735.0,千葉_各地_神奈川,2007,7
だいこん,20070214,166688,630.0,千葉_各地_神奈川,2007,7
だいこん,20070215,192176,577.5,千葉_各地_神奈川,2007,7
だいこん,20070216,122164,630.0,千葉_各地_神奈川,2007,7
だいこん,20070217,195029,630.0,千葉_各地_神奈川,2007,7
だいこん,20070219,268102,525.0,千葉_各地_神奈川,2007,8
だいこん,20070220,111247,630.0,千葉_各地_神奈川,2007,8
だいこん,20070222,234563,945.0,千葉_各地_神奈川,2007,8
だいこん,20070223,194082,630.0,千葉_各地_神奈川,2007,8
だいこん,20070224,212988,630.0,千葉_各地_神奈川,2007,8
だいこん,20070226,166627,735.0,千葉_各地_神奈川,2007,9
だいこん,20070227,243107,735.0,千葉_各地_神奈川,2007,9
だいこん,20070301,242741,719.25,千葉_神奈川,2007,9
だいこん,20070302,176966,735.0,千葉_各地_神奈川,2007,9
だいこん,20070303,197282,630.0,千葉_各地_神奈川,2007,9
だいこん,20070305,219298,701.0,千葉_神奈川,2007,10
だいこん,20070306,210624,525.0,千葉_神奈川,2007,10
だいこん,20070307,211275,682.5,千葉_各地_神奈川,2007,10
だいこん,20070308,201859,420.0,千葉_各地_神奈川,2007,10
だいこん,20070309,204719,708.75,千葉_神奈川,2007,10
だいこん,20070310,200179,420.0,千葉_神奈川,2007,10
だいこん,20070312,203709,420.0,千葉_神奈川,2007,11
だいこん,20070313,119568,525.0,千葉_各地_神奈川,2007,11
だいこん,20070315,226174,525.0,千葉_神奈川,2007,11
だいこん,20070316,167008,630.0,千葉_各地_神奈川,2007,11
だいこん,20070317,194065,630.0,千葉_各地_神奈川,2007,11
だいこん,20070319,173698,682.5,千葉_神奈川,2007,12
だいこん,20070320,136417,788.0,千葉_各地_神奈川,2007,12
だいこん,20070322,134153,945.0,千葉_各地_神奈川,2007,12
だいこん,20070323,96423,1102.5,千葉_神奈川,2007,12
だいこん,20070324,116700,1207.5,千葉_神奈川,2007,12
だいこん,20070326,130467,1312.5,千葉_神奈川,2007,13
だいこん,20070327,90000,1417.5,千葉_神奈川,2007,13
だいこん,20070329,188905,1207.5,千葉_各地_神奈川,2007,13
だいこん,20070330,110410,1050.0,千葉_各地_神奈川,2007,13
だいこん,20070331,158732,945.0,千葉_各地_神奈川,2007,13
だいこん,20070402,173850,735.0,千葉_各地_神奈川,2007,14
だいこん,20070403,122352,735.0,千葉_各地_神奈川,2007,14
だいこん,20070404,94601,735.0,千葉_各地,2007,14
だいこん,20070405,85749,682.5,千葉_各地,2007,14
だいこん,20070406,156002,735.0,千葉_各地,2007,14
だいこん,20070407,148491,814.0,千葉_各地,2007,14
だいこん,20070409,147862,840.0,千葉_各地,2007,15
だいこん,20070410,147134,919.0,千葉_各地,2007,15
だいこん,20070412,169236,840.0,千葉_各地,2007,15
だいこん,20070413,141162,945.0,千葉_各地,2007,15
だいこん,20070414,150105,945.0,千葉_各地,2007,15
だいこん,20070416,117756,945.0,千葉_各地,2007,16
だいこん,20070417,129160,1102.5,千葉_各地,2007,16
だいこん,20070418,109217,1260.0,千葉_各地,2007,16
だいこん,20070419,129997,1207.5,千葉_各地,2007,16
だいこん,20070420,132338,1155.0,千葉_各地,2007,16
だいこん,20070421,154019,1050.0,千葉_各地,2007,16
だいこん,20070423,139168,971.5,千葉_各地,2007,17
だいこん,20070424,147544,1050.0,千葉_各地,2007,17
だいこん,20070426,152172,1050.0,千葉_各地,2007,17
だいこん,20070427,143633,997.5,千葉_各地,2007,17
だいこん,20070428,197937,840.0,千葉,2007,17
だいこん,20070501,195663,787.5,千葉_茨城,2007,18
だいこん,20070502,139372,787.5,千葉_茨城,2007,18
だいこん,20070504,175590,787.5,千葉_茨城,2007,18
だいこん,20070507,192132,840.0,千葉_茨城,2007,19
だいこん,20070508,119893,866.25,千葉_茨城,2007,19
だいこん,20070510,169668,945.0,千葉_茨城,2007,19
だいこん,20070511,149497,840.0,千葉,2007,19
だいこん,20070512,164787,945.0,千葉_茨城,2007,19
だいこん,20070514,150622,787.5,千葉_茨城,2007,20
だいこん,20070515,153803,735.0,千葉,2007,20
だいこん,20070516,109092,735.0,千葉,2007,20
だいこん,20070517,103285,735.0,千葉_茨城,2007,20
だいこん,20070518,88734,945.0,千葉,2007,20
だいこん,20070519,101209,945.0,千葉,2007,20
だいこん,20070521,154166,1050.0,千葉_茨城,2007,21
だいこん,20070522,165995,1102.5,千葉_茨城,2007,21
だいこん,20070524,154181,945.0,千葉_茨城,2007,21
だいこん,20070525,141801,945.0,千葉_茨城,2007,21
だいこん,20070526,142392,945.0,千葉_茨城,2007,21
だいこん,20070528,126984,997.5,千葉_各地,2007,22
だいこん,20070529,128354,735.0,千葉_各地,2007,22
だいこん,20070530,117028,1128.75,千葉_各地,2007,22
だいこん,20070531,108799,945.0,千葉_各地,2007,22
だいこん,20070601,83227,945.0,千葉_各地_青森,2007,22
だいこん,20070602,121046,945.0,千葉_青森,2007,22
だいこん,20070604,142463,997.5,千葉_青森,2007,23
だいこん,20070605,123203,840.0,千葉_各地_青森,2007,23
だいこん,20070606,113571,892.5,千葉_青森,2007,23
だいこん,20070607,117520,840.0,千葉_青森,2007,23
だいこん,20070608,107062,551.5,千葉_各地_青森,2007,23
だいこん,20070609,113616,630.0,千葉_青森,2007,23
だいこん,20070611,136657,682.5,千葉_青森,2007,24
だいこん,20070612,131313,682.5,千葉_青森,2007,24
だいこん,20070614,135202,735.0,千葉_各地_青森,2007,24
だいこん,20070615,127200,525.0,千葉_各地_青森,2007,24
だいこん,20070616,115035,630.0,千葉_各地_青森,2007,24
だいこん,20070618,123002,735.0,千葉_各地_青森,2007,25
だいこん,20070619,100253,735.0,千葉_各地_青森,2007,25
だいこん,20070620,93059,735.0,千葉_各地_青森,2007,25
だいこん,20070621,96442,656.25,千葉_青森,2007,25
だいこん,20070622,92599,840.0,青森,2007,25
だいこん,20070623,113991,840.0,青森,2007,25
だいこん,20070625,154613,840.0,各地_青森,2007,26
だいこん,20070626,146847,840.0,青森,2007,26
だいこん,20070628,171840,892.5,各地_青森,2007,26
だいこん,20070629,151328,853.25,各地_青森,2007,26
だいこん,20070630,134826,787.5,各地_青森,2007,26
だいこん,20070702,155505,1050.0,北海道_各地_青森,2007,27
だいこん,20070703,101606,840.0,北海道_各地_青森,2007,27
だいこん,20070704,95699,892.5,北海道_青森,2007,27
だいこん,20070705,128684,735.0,北海道_青森,2007,27
だいこん,20070706,119438,735.0,北海道_各地_青森,2007,27
だいこん,20070707,122469,630.0,北海道_各地_青森,2007,27
だいこん,20070709,138653,840.0,北海道_各地_青森,2007,28
だいこん,20070710,127758,997.5,北海道_青森,2007,28
だいこん,20070712,174704,945.0,北海道_各地_青森,2007,28
だいこん,20070713,125429,997.5,北海道_青森,2007,28
だいこん,20070714,130154,840.0,北海道_各地_青森,2007,28
だいこん,20070717,205913,1155.0,北海道_青森,2007,29
だいこん,20070718,136262,1050.0,北海道_各地_青森,2007,29
